word,pos,definition
park,noun,"The definition of a park is an area of land used for various purposes such as recreation, playgrounds and swimming."
,verb,"Park is defined as to make into an outdoor recreational area, or store in such a space, or to put a car in a space temporarily."
party,noun,"The definition of a party is a gathering of people to have a good time or celebrate an occasion, or a group who do things together or a group of people who share the same political ideals."
,verb,"To party is to enjoy yourself and have a good time, especially at a social event."
pass,noun,To pass is to successfully complete or finish something.
,verb,To pass is defined as to go by or move through or out of something.
,verb,Pass means to hand something off to someone else or to refrain from doing something.
patronizing,adjective,"The definition of patronizing is pretending to be nice when actually talking down to someone, or treating someone as if he or she is less intelligent."
,verb,Patronizing is defined as the act of a customer going to a store or restaurant.
pay,verb,"To pay is defined as to give someone what is due, usually money, for goods or services."
pc,abbreviation,"Pc is defined as an abbreviation for personal computer, or politically correct or a professional corporation."
peacekeeping,adjective,"The definition of peacekeeping is the behavior of trying to prevent fighting, especially of trying to prevent war between nations."
,noun,Peacekeeping is the process of maintaining peace.
peon,noun,The definition of a peon is an unimportant worker or a drudge who does menial work.
perhaps,adverb,"Perhaps is defined as possibly or maybe, or as a polite way to give advice or make a suggestion."
pert,adjective,"The definition of pert is something that is bold and stylish with a little attitude, or lively and stimulating."
perusal,noun,The definition of a perusal is the examination or reading of something paying attention to details.
pharaoh,noun,The definition of a Pharaoh was the king in ancient Egypt.
phone,noun,"Phone is short for telephone, meaning the instrument used to call others."
,suffix,Phone is defined as a certain type of sound.
,verb,"To phone is short for to telephone, meaning to call someone using a telephone."
picky,adjective,"The definition of picky is fussy, or overly exacting."
picture,noun,"The definition of a picture is a photo, drawing, painting or other image captured of a person, thing or scene."
,verb,Picture is defined as to capture or create an image of a person or object or scene or to visualize something.
pie,noun,"Pie is fruit, meat or cheese prepared with a pastry shell, usually baked with a pastry crust and round, or a layer of cake with a sweet filling."
piece,noun,The definition of a piece is a part of a whole.
,verb,Piece is defined as to put together or to fix.
pilgrimage,noun,"The definition of a pilgrimage is a long journey, especially one made by a person going to a holy place."
pinion,noun,"Pinion is defined as the outer sections of a bird's wings, or is a small gear that engages with a larger gear."
,verb,Pinion is to restrain someone's arms or legs.
place,noun,Place is defined as a particular location or space or the particular area normally occupied by something.
,verb,Place means to put in the proper position or order or to set down.
placement,noun,"Placement is the act of organizing people or things into a certain order, the act of putting items in a certain location, or the act of finding a job for someone."
play,noun,Play means activity for fun or a dramatic performance.
,verb,Play is defined as to engage in activity for fun.
plc,abbreviation,"PLC is an abbreviation of public limited company, a British business term."
plough,noun,"Plough is another word for plow, which is a farm tool with heavy blades that cuts through the soil."
PM,noun,"P.m. is defined as post meridiem in Latin, which means after 12 noon."
podcast,noun,"The definition of a podcast is a multi-media digital file distributed over the Internet to be watched and listened to on a computer, iPod or other device."
,verb,Podcast is to produce a digital multi-media file for distribution over the Internet and for people to listen to on iPods and other portable devices.
portly,adjective,"The definition of portly is someone who is stout or has a large, heavy body."
poultice,noun,"The definition of a poultice is a medical dressing or is a soft, moist mass of natural materials that you put on your body and keep in place with a cloth to try to reduce soreness or inflammation."
practise,verb,"Practise is a British variation of the word practice, which is defined as to rehearse or to do something multiple times to try to get better at it."
preview,noun,The definition of a preview is a show of something before it is finally released.
,verb,To preview is to see or hear something before it is finalized.
prim,adjective,"The definition of prim is a proper, precise and formal person."
prioritize,verb,To prioritize is to organize or complete things in order of their importance.
privy,adjective,Privy means something hidden.
,noun,The definition of a privy is a toilet.
proactive,adjective,The definition of proactive is someone who takes an active role in dealing with something before it needs to be taken care of.
programme,noun,"Programme is a British spelling for a program, which is a planned series of events, or a performance, or a booklet telling you what events to expect as part of a series of events."
,verb,"Programme is a British spelling for program, which is defined as to input data into a machine to cause it to do a certain thing, or to train a person or animal to behave or react in a certain way."
prosecutor,noun,"The definition of a prosecutor is a lawyer who represents the people and who works for some type of government body, such as a District Attorney's office."
prosody,noun,Prosody is the study of the style and structure of poetry.
protestant,adjective,Protestant is defined as something related to a western Christian religion that follows the principles of the Reformation and that has broken with the Roman Catholic Church.
,noun,"The definition of a Protestant is a member of a Western Christian religion that follows the principles of the Reformation and that has broken with the Roman Catholic Church, or a person who protests."
proverbial,adjective,The definition of proverbial is something well-known or commonly referred to.
proviso,noun,The definition of a proviso is a condition attached to an agreement.
proximate,adjective,The definition of proximate is the next or nearest person or thing.
publishing,noun,"Publishing is the job of editing, creating and marketing of written and recorded material and software."
Pueblo,noun,"The definition of a pueblo is an communal village of Latin Americans, Southwest US Indians or Spanish Americans."
pummel,verb,Pummel is defined as to hit over and over again.
punk,noun,"Punk is defined as a young, rebellious person, or aggressive rock music that was popular in the 1970's and those who admire that style of music."
purgatory,noun,Purgatory is a place or state of being where people exist temporarily to admit their sins or receive punishment.
purposeful,adjective,"The definition of purposeful is having a use, or showing determination to achieve a specific aim."
purse,noun,"The definition of a purse is a small bag or pouch to carry money, or a sum of prize money."
,verb,"Purse is defined as to gather into small folds, or to pucker the lips tightly together."
put,verb,Put is defined as to place something or cause something to happen.
put-down,noun,Put-down is slang for an insult or a negative statement about someone or something.
question,noun,The definition of a question is the asking of something.
,verb,Question is defined as to ask something or to doubt something.
quorum,noun,The definition of a quorum is the minimum number of people needed at a meeting to conduct business.
rain,noun,Rain is condensed moisture from the atmosphere that drops on the Earth as water.
ran,verb,"Ran is defined as to have moved by quickly moving the legs, or to have gone on a quick trip, or to have been in charge of something."
read,verb,The definition of read is to use eyes or fingers to figure out what letters or other symbols mean.
read,verb,"Read is defined as interpret what a person is saying by looking at their lips, understand as if by reading, or to predict."
recurring,adjective,"The definition of recurring is happening time and again, or returning."
red,adjective,The definition of red is having the color on the end of the spectrum before orange.
,noun,Red is the color on the end of the spectrum before orange.
reek,verb,"To reek is to smell strongly of something unpleasant, or to give off a sense of something unpleasant."
rehabilitation,noun,Rehabilitation is defined as bringing back to a positive condition.
related,adjective,The definition of related is being associated with.
reporter,noun,The definition of a reporter is a person who gathers information and writes about it.
reschedule,verb,Reschedule is defined as to change the date or time of something.
retarded,adjective,"The definition of retarded is delayed, or is a politically incorrect term for someone who has a mental handicap."
return,verb,"To return is defined as to go back to someone or something, or to put something back."
revengeful,adjective,The definition of revengeful is someone who wants to get even.
rewind,verb,"To rewind is to reel or wind a tape or film backwards, or to otherwise reverse back on something."
rich,adjective,"The definition of rich means having great value, worth or material wealth, or money, or containing ingredients to give something a heavy, deep flavor."
,noun,The rich is defined as the group of people who are wealthy.
right,adverb,"Right means correctly, completely, thoroughly or exactly."
,noun,"Right is defined as something is the correct, proper or moral choice or something that is true or correct."
,verb,To right is defined as to put back into the proper upright position.
rise,verb,"Rise is defined as to wake up, stand up, go to a higher place or increase in amount."
risen,verb,"Risen is something that has stood up, increased or gone to a higher place."
river,noun,The definition of a river is a natural stream of water that empties into another body of water.
road,adjective,"The definition of road, in sports, is being played on another team's home field."
,noun,"Road is defined as a path, course or space for traveling between places."
rode,noun,The definition of a rode is the rope or chain attached to the anchor used with a small boat.
,verb,Rode is defined as to have taken a ride.
ROM,noun,The definition of an rom is a male Gypsy.
ROM,noun,"ROM stands for Read Only Memory, a type of computer memory."
Roman,adjective,The definition of Roman is relating to Rome or the Roman Catholic church.
,noun,"Roman is defined as a person from Rome, a member of the Roman Catholic Church, the language spoken in Rome, or a narrative poem or novel in medieval French writings."
run-up,noun,"The definition of a run up is a sudden increase, particularly in terms of price."
runner-up,noun,The definition of a runner up is a person who finishes second in a race or other competition.
sadistic,adjective,The definition of sadistic is deriving pleasure from humiliating or causing physical or psychological pain to others.
said,adjective,The definition of said is the previously mentioned item in legal speak.
,verb,Said is defined as expressed something in words.
same,adjective,The definition of same is a person or thing which is equal or identical to another.
SAT,abbreviation,"The SAT is defined as the Scholastic Assessment Test, now called the SAT Reasoning Test, which is a test that measures the reading, writing and math levels of high school juniors and seniors."
,verb,Sat is defined as to have sit down or have been seated.
satisfied,adjective,Satisfied is defined as contented or fulfilled.
Saturn,noun,"Saturn is defined as a planet in our solar system which is know for its rings.Facts About SaturnSaturn was named after a Roman god, Saturnus, who was the god of agriculture.In 1610 Galileo was the first person to see Saturn through a telescope. Its shape puzzled him, because it didn’t look spherical, but looked more like an oval. In 1655, Christiaan Huygens had a better telescope and could see the rings more clearly. Two decades later, Giovanni Cassini made the discovery that the rings were not solid, but made up of particles. He also saw that there was more than one ring, and there was a large gap, 2980 miles wide, between two of them. The gap was called the Cassini Division, named in his honor.Saturn is the sixth planet from the Sun, approximately 888 million miles away from the Sun.Saturn has a diameter of about 75,000 miles as compared to the 8,000 mile diameter of the Earth.One orbital period lasts for over 29 years. That means, in Earth time, that one year here is equivalent to over 29 on Saturn.The exact length of a year is 29.42 Earth years.One day on Saturn lasts for 10 hours and 39.4 minutes.Its atmosphere is 97% hydrogen, 2.5% helium, and .5% methane; but, it is believed to have a solid inner core of iron and rocky material.Saturn is the windiest planet, with winds blowing at 1,100 miles per hour.Saturn has a very strong magnetic field.Saturn has 62 moons, with the largest of Saturn’s moons as big or bigger than the Earth’s moon. Many of Saturn’s smaller moons are no larger than comets. Half of the moons orbit Saturn in the same direction as the planet itself.Its most distinctive feature is its seven rings of varying lengths, widths and densities. The rings consist of rocks, ice and space debris.The first probe to fly by Saturn was the unmanned spacecraft Pioneer 11 in 1979. It was exploring the outer planets and discovered two new moons and charted the magnetosphere.Voyager 1 and Voyager 2 flew by Saturn as part of their mission. They both measured the length of a day on Saturn as 10 hours, 39 minutes, and 24 seconds. The Voyager spacecrafts identified 6 more moons on their mission, bringing the total to 17.The Cassini-Huyggens spacecraft was launched in 1997 as a joint effort between the National Aeronautics and Space Administration (NASA), European Space Agency (ESA), and Italian Space Agency (ASI) to study Saturn and two of its moons. It reached Saturn in 2004 and captured photographs. The probe went on to study Titan, one of Saturn’s moons. In 2008, NASA extended the mission and renamed it the Cassini Equinox Mission. In 2010 the mission was called the Cassini Solstice Mission and will continue through 2017."
say,adverb,Say means approximately or for example.
,noun,The definition of a say is the right to speak or choose.
,verb,Say is defined as to speak or express in words.
saying,noun,"The definition of a saying is something that has been said, like a motto or catch phrase."
,verb,Saying means telling.
sceptic,noun,Sceptic is another spelling for skeptic which is a person who questions accepted beliefs.
sceptical,adjective,"The definition of sceptical, also spelled skeptical, means someone who is questioning or having doubts."
Scotch,adjective,The definition of scotch is to be from Scotland or something related to the Scottish language or culture.
,noun,Scotch is a whisky distilled from malted barley in Scotland.
,verb,"Scotch is defined as to cut, wound or put an end to."
sea,noun,Sea is the salt water covering the Earth or a large body of salt water which is partially enclosed by land.
season,noun,"The definition of a season is one of the four division in a calendar year, the best time to do something or when something typically happens."
,verb,To season is defined as to add herbs and spices to make food more tasty.
sedition,noun,Sedition is defined as words or speech that incite people to rebel against the government or governing authority.
see,verb,To see is to use your eyes to look at things or that something is visible to you.
segmental,adjective,The definition of segmental is divided into pieces or relating to the pieces.
self-aggrandizement,noun,Self aggrandizement is defined as exaggerating one's own importance or power.
sell,verb,"Sell is defined as to exchange something for money, act as a sales clerk or offer for sale."
sepulcher,noun,"The definition of a sepulcher is a small room, usually made of stone, where a dead person is buried."
,verb,Sepulcher is to serve as a place to lay or bury something.
serve,verb,To serve is to give someone service or present someone with something.
shambles,noun,The definition of a shambles is a state or condition of complete disorder.
she,pronoun,She is defined as a female who was previously mentioned.
sherbet,noun,"Sherbet is a frozen dessert made with fruit juice, sugar and water with a small amount of dairy, egg white or gelatin."
shingle,noun,"Shingle is a coarse, large-sized gravel, or a piece of wood, metal, etc. used as a covering for a house or roof."
shone,verb,"Shone is the past tense of shine and is defined as something reflected light, a surface was polished or someone stood out because of excellence."
shook,noun,Shook are the parts needed for making a barrel or a packing box.
,verb,"Shook is defined as someone or something has been moved in short, quick motions."
short,adjective,"The definition of short is something that is not long, that measures a minimal distance from one end to the other, or that does not last for a long time."
show,adjective,Show describes something related to a performance.
,noun,"The definition of a show is a demonstration, display, or performance."
,verb,"Show is defined as to bring into view, teach, or display."
shown,verb,Shown is defined as you have displayed or proven something.
sidebar,noun,"The definition of a sidebar is a short bit of information alongside a longer story in a publication or online, or a discussion between lawyers and a judge where jurors can't overhear."
silverware,noun,"Silverware is defined as any metal spoons, knives, forks and other utensils that you use to eat, or tableware, dishes and serving pieces that are made of or coated with silver."
simultaneously,adverb,Simultaneously is defined as going on at the same time.
since,adverb,"Since is defined as ""because,"" or it also refers to a period of time that has passed after a specific event."
sinewy,adjective,"The definition of sinewy is tough, muscular and strong."
sir,noun,"The definition of a sir is a man of high ranking, or a title of respect, or a reference to a man."
sit-down,adjective,"Sit-down is defined as a meal eaten at a table, or protestors sitting in a certain place and refusing to move."
,noun,The definition of a sit-down is a protest where people sit in a particular location and don't move until their demands are met.
sit-in,noun,The definition of a sit in is a method of protesting where the protestors sit down at a certain spot and refuse to leave.
situated,adjective,"The definition of situated is where a person or thing is located, or their financial circumstances."
size,noun,Size is a measurement or amount of a person or thing.
slough,noun,The definition of a slough is the skin of a snake or a layer or covering that has been discarded.
,verb,Slough is defined as to shed or throw away.
small,adjective,The definition of small is someone or something that is little or young.
sneaky,adjective,"The definition of sneaky is someone who is deceptive or sly, or is something secret and reluctant."
snow,noun,"Snow means particles of frozen water vapor, a mass of this substance or something that resembles this substance, or is slang for cocaine or heroin."
,verb,"Snow is defined as to shower, fall or cover with a frozen water vapor substance from the sky, or to say or do something to deceive someone."
so,adverb,So means the way or amount shown.
so,adverb,So is defined as more or less when giving a rough idea of a number or also.
,conjunction,So means with the result of something or in order that something.
some,adjective,The definition of some is an unknown or unspecified number of people or things.
,pronoun,Some is an indefinite or unspecified number.
sometimes,adjective,The definition of sometimes is something that occurs once in a while.
soon,adverb,"Soon is defined as in a short time, in the near future or quickly."
spaghetti,noun,Spaghetti is long strings of pasta.
Spanish,adjective,The definition of Spanish refers to something that comes from Spain.
,noun,Spanish is defined as a language spoken in Spain and parts of North and South America.
speak,verb,"Speak is defined as to say words, talk or verbally deliver a message."
speaking,adjective,The definition of speaking is something used for talking and communicating.
,noun,Speaking is the act of talking.
specialized,verb,Specialized is defined as something is more specified or directed toward a specific goal.
speed,noun,"Speed is a way of measuring how quickly something is moving or being done, or something moving fast."
speed,noun,Speed is a slang term for the street drug methamphetamine.
,verb,"Speed is defined as to help someone or something along, or move too quickly."
spelling,noun,"Spelling is defined as the proper way to write a word, using the correct order of letters."
spry,adjective,"The definition of spry is someone (especially an older person) who is lively, nimble and active."
spun,verb,Spun is having twisted or turned someone or something around and around.
staggering,verb,"Staggering is defined as walking unsteadily or moving shakily forward, or shocking deeply, or arranging events so they do not happen all at once."
stewardship,noun,"Stewardship is taking care of something like a large household, the arrangements for a group or the resources of a community."
still,adjective,"The definition of still is someone or something that is quiet, calm or not moving."
,adverb,Still is defined as without movement or up until an indicated time.
stolen,verb,Stolen is defined as something was taken by someone who was not the owner.
stood,verb,"Stood is defined as a person has been on their feet, or has held on to a belief or opinion."
storey,noun,"Storey is the British spelling of story, which is defined as a single floor in a multi-floor house or building."
struck,verb,"Struck is a person or thing that has been hit or attacked, or affected by a labor strike."
stuck,verb,Stuck means being trapped in something.
stuck,verb,"Stuck is defined as to have poked or to have put something on something, usually with something sticky like glue."
student,noun,"The definition of a student is someone who is learning at a school, or in any teaching environment."
stunning,adjective,Stunning means causing awe or confusion.
stunning,adjective,The definition of stunning is great beauty or something that causes shock or loss of consciousness.
Stygian,adjective,"The definition of stygian is hellish, dark or binding."
sublimate,verb,"Sublimate is defined as to cause the change of a gas into a solid or a solid into a gas without becoming a liquid, or to have a refining effect on someone or something."
suggestion,noun,The definition of a suggestion is a proposal made or an idea that has been put forth.
sun,noun,"The sun is the star that is the central object in the solar system.It is made up of 92% hydrogen, almost 8% helium and the rest is assorted elements."
,verb,Sun is defined as to be exposed to the rays of the central object in the solar system.
Sunday,noun,"Sunday is the day of the week between Saturday and Monday, which Christians believe is a day of rest and worship."
supposed,adjective,The definition of supposed is thought to be true but without actual proof.
swimming,verb,Swimming is defined as using your arms and legs to move through water.
swore,verb,"Swore is defined as a promise has been made, or bad or rude language was used."
sworn,adjective,"Sworn is defined as promised, or bound by an oath."
sylvan,adjective,"The definition of sylvan is something that is wooded, or like the woods or the forest."
symmetric,noun,Symmetric is something where one side is a mirror image or reflection of the other.
take,verb,"Take is defined as capture, get hold of, transfer something to oneself or travel by something."
tantalizing,verb,"Tantalizing is getting someone interested or excited, especially when you get someone excited in a teasing manner about something he or she cannot have."
tasteless,adjective,"The definition of tasteless is something that is lacking in favor, or something that is lacking in good taste, or that is inappropriate according to social norms."
tea,noun,"The definition of tea is an evergreen plant grown in some Asian countries, India and in the Eastern United States, or dried leaves or herbs made into a beverage by brewing in boiled water."
teacher,noun,The definition of a teacher is someone who helps others learn new things.
teaching,noun,"The definition of teaching is what a teacher does, or something that's learned."
teenage,adjective,"The definition of teenage is defined as a person in their teen years, or something related to those years."
teeth,noun,"Teeth are the hard, small, white enamel-covered structures set into a jaw."
template,noun,The definition of a template is a pattern used for forming something exactly.
than,conjunction,Than is defined as a way to introduce the second part of a comparison or to show a difference.
,preposition,Than means in comparison.
thanksgiving,noun,"Thanksgiving is the act of giving thanks, or a holiday in November to give thanks."
that,adjective,"The definition of that is being the thing, person, or place indicated."
,adverb,That means to an extent.
,conjunction,That is defined as a way to introduce a noun clause.
,pronoun,That is defined as something indicated.
the,article,"The is defined as an article and is used before a noun to specify, or put emphasis on, that noun."
their,adjective,The definition of their is a person or thing that belongs to or was made by them.
them,pronoun,Them is defined as they.
themselves,pronoun,Themselves is defined as a group of people or things.
there,adverb,There is defined as in or at that place.
these,pronoun,These is defined as more than one of this.
they,pronoun,"They is a general reference to people, or to people who were previously mentioned."
thing,noun,"The definition of a thing is an object, an act, or a step."
this,adverb,This means so.
,pronoun,This is used to reference a person or a thing.
threw,verb,Threw is defined as to have sent something flying through the air.
tightwad,noun,The definition of a tightwad is slang for a cheapskate or a miser.
time,noun,"Time is defined as the duration in which all things happen, or a precise instant that something happens."
tired,adjective,"The definition of tired is being bored with something, or something that has become stale or being fatigued and in need of rest."
tireless,adjective,"The definition of tireless is energized and enthusiastic, showing great energy or not easily fatigued."
tithe,noun,"The definition of a tithe is a tax, a small collection, or a tenth of your income given to a church."
tithe,noun,
,verb,To tithe means to pay an offering or a tax.
to,adverb,"The definition of to is moving toward the wanted position, or coming into awareness."
,preposition,"To is defined as the direction to go, towards, or to a specific position, result or degree."
together,adjective,The definition of together is in the same place or a person who is stable or in touch with reality.
,adverb,"Together is defined as in or into one unit, or at the same time."
toilet,adjective,Toilet means something related to grooming or getting dressed.
,noun,"The definition of a toilet is a seat with a hole or hole in the ground where a person urinates or has a bowel movement, or a room where this seat or hole in the ground is located."
too,adverb,Too is defined as also or in addition. It can also refer to something done to an excessive degree.
topmost,adjective,The definition of topmost is the highest position or the highest status.
town,adjective,Town means relating to a residential area that is smaller than a city and larger than a village.
,noun,The definition of a town is a residential area that is smaller than a city and larger than a village.
townscape,noun,The definition of a townscape is a town or city as shown in a picture or painting.
trafficking,verb,Trafficking is defined as engaged in the action of trading something illegally or being engaged in illegal commerce.
train,noun,Train is defined as a line of railroad cars attached and pulled or pushed by a locomotive.
train,noun,The definition of a train is something that hangs down and trails behind.
,verb,"Train means to guide, coach or instruct."
travel,noun,Travel is defined as the act of going on a trip or going on vacation.
,verb,Travel means to go to a different location or to take a trip.
tree,noun,The definition of a tree is any object that resembles the woody plants with trunks.
tree,noun,"A tree is defined as a woody plant that usually grows tall, has one main stem or trunk and typically lives for a long time."
trident,noun,"The definition of a trident is a three-pointed spear for catching fish or commonly held by the god of water and the sea (Neptune in Roman mythology, Poseidon in Greek mythology)."
trousers,noun,"Trousers are pants, or a piece of clothing that covers the legs."
two,adjective,The definition of two is totaling one plus one.
,noun,Two is defined as the number equal to the sum of one plus one.
type,noun,"The definition of a type means people, places or things that share traits which allow them to belong to the same group."
,verb,Type is defined as to produce words on a typewriter or computer.
ugly,adjective,"The definition of ugly is someone or something that is visually unpleasing, or something that is threatening."
unbeaten,adjective,"The definition of unbeaten is something that hasn't been hit, defeated or walked upon."
under,preposition,"Under is defined as below, less than or covered."
undertaking,noun,The definition of an undertaking is a task or an agreement to do something.
unlike,adjective,The definition of unlike is a person or thing that is different from another.
,verb,The definition of unlike is to withdraw your previously-posted expression of liking someone or something on a social media website.
use,noun,Use is the acting of employing or utilizing something or the intended purpose of something.
,verb,Use is defined as to handle or consume something.
varied,adjective,"The definition of varied is changed, or of different types, kinds and colors."
vassal,noun,"The definition of a vassal was someone in feudal times who received protection and land from a lord in return for allegiance and performing military and other duties, or someone who is subordinate."
Venus,noun,"Venus is defined as the Roman goddess of beauty and love, or the second planet from the sun.Facts About the Planet VenusVenus was named after the Roman goddess of love and beauty.It is visible a few hours before sunrise and a few hours after sunset and cannot be seen in the middle of the night.Its orbit around the Sun takes about 225 days.The planet rotates from east to west, which is the opposite way of most planets. Therefore, the sun rises in the west and sets in the east.Its rotation is slow compared to other planets, with a day lasting the equivalent of 243 Earth days.Venus has no moons.Venus is made mostly of silicate rock.With a surface pressure ninety times higher than Earth’s, life could not survive there.Venus has a thick atmosphere mostly of carbon dioxide.It is covered by clouds of sulfuric acid which move around the planet quickly because of strong winds in the upper atmosphere. The clouds block light and create a greenhouse effect, so Venus’s temperature can reach 900 degrees Fahrenheit.There is and has been volcanic activity. There are high mountains, most likely caused by this volcanic activity, and extremely large rift valleys.Venus has no moons and no one really knows why.Venus has been explored with a fly-by of Mariner 2 in 1962, two Soviet probes and a landing in 1970, photographs by Mariner 10 and t0 spacecrafts from 1975; through 1984, and the U.S. space probe mapping the surface using radar in 1990.Today the details of objects as small as 330 feet across can now been seen on Venus from the images sent back to Earth."
vested,adjective,The definition of vested is a legal right or position has been secured or put into force.
viand,noun,"Viand is defined as a piece of food, or a tasty dish."
vinyl,noun,"Vinyl is a plastic made from a chemical, or slang for a record."
vise,noun,"The definition of a vise, an alternative spelling for vice, is a tool to grip something firmly as it is worked on."
,verb,Vise is to grip or squeeze something tightly.
waif,noun,"The definition of a waif is a homeless, abandoned animal or person."
waiting,adjective,The definition of waiting is someone or something that remains or stays.
,noun,Waiting is defined as the process of remaining or staying.
wall,noun,The definition of a wall is something that divides or supports.
warm,adjective,"The definition of warm is having a moderate amount of heat, or someone who is friendly and sincere."
,verb,To warm is defined as to raise the temperature a bit.
was,verb,Was is a past form of the word be.
water,noun,Water is a liquid found on Earth which is known as H20 that has no odor or taste.Facts About WaterSeventy percent of the earth is made up of water.Ninety-seven percent of the earth’s water is in oceans and seas while two percent is found on the icecaps.Huge bodies of water can absorb and store large amounts of heat coming from the sun especially during daytime and the summer season.Seventy-five percent of the human body is made up of water and 90 percent of human blood is water.
,verb,Water is defined as to wet something with H20.
way,noun,"Way is a space for passing or going from one place to another, or a manner of doing something."
wayside,adjective,The definition of wayside is by the side of the road.
,noun,Wayside is defined as on or near the edge of the road.
we,pronoun,"We is used to show a collective group of people, generally including the speaker or writer."
well,adjective,The definition of well is in good condition.
,adverb,Well means in a good manner or carefully or thoroughly.
,interjection,Well is defined as a way to express surprise or scolding.
,noun,Well is a wish of good fortune.
well-to-do,adjective,The definition of well to do is someone who is wealthy or who is prosperous.
Welsh,adjective,"The definition of Welsh is something related to Wales, a principality of Great Britain that is located west of central England."
,verb,To welsh is defined as to go back on your word or fail to honor a promise.
were,verb,Were is the past tense of be.
what,adjective,The definition of what is which one or as many as.
,adverb,What means how.
,interjection,What is defined as surprise or confusion.
,noun,What means the basic nature of something.
,pronoun,"What is defined as the amount, nature, purpose or quality of something."
whatsoever,adjective,The definition of whatsoever is whatever.
when,adverb,"When describes a point in time, and the circumstances under which something occurred."
,conjunction,"When is defined as information such as what time, what point or an alternative."
where,adverb,Where is defined as asking for a location.
,conjunction,Where is a conjunction that defines in what or which place.
,pronoun,"The definition of where is the place in, what or which place."
which,adjective,The definition of which is what one(s) of those mentioned.
,pronoun,Which is defined as identifying what one(s) out of a group.
who,abbreviation,WHO stands for the World Health Organization.
,pronoun,The definition of who is a reference to a person or people.
whose,pronoun,Whose is the question word used to ask to whom a thing or things belongs.
why,adverb,"Why is defined as for what purpose, cause or reason."
will,noun,A will is a legal document that tells what a person wants to have done with their property after their death.
will,noun,Will is your ability to make decisions or restraining yourself from doing something or something that a person desires or wants.
,verb,"Will is the act of strongly desiring something to happen, trying to make something happen by hoping, or describing something you intend to happen in the future."
winter,adjective,The definition of winter is designed for or taking place in the coldest season.
,noun,"Winter is the coldest season of the year, or a dreary time."
,verb,"Winter is defined as to keep up, go through or maintain during the winter."
with,preposition,"With is defined as accompanied by, coming at the same time as, going along in the same direction, related or in proportion to, or accompanied by."
woman,noun,The definition of a woman is an adult female human.
womb,noun,The womb is defined as the place where something originates and develops.
wood,adjective,The definition of wood is something made out of the layer right under a tree's bark.
,noun,Wood is defined as the layer below the bark on a tree or an item made with this material.
word,noun,The definition of a word is a letter or group of letters that has meaning when spoken or written.
word,noun,The definition of a word is a letter or group of letters that has meaning when spoken or written.
wore,verb,Wore is defined as to have put something on the body.
workout,noun,The definition of a workout is the act of doing physical exercise and training.
worn,adjective,"The definition of worn is a person or thing that's been changed or damaged from being used, or showing the result of being overworked or worried."
,verb,Worn is defined as something has been put on the body.
would,verb,Would is used to indicate what could potentially happen in the future or when giving advice or when making a request.
wright,noun,The definition of a wright is someone who makes or repairs something.
written,adjective,The definition of written is words put down so that they can be read.
,verb,Written is the past participle form of the word write.
x-ray,noun,The definition of an X-ray is a picture taken of the inside of something using high energy electromagnetic radiation with short wavelengths that can pass through items.
,verb,"To X-ray is also the act of examining, treating or photographing something using electromagnetic radiation."
yeah,interjection,Yeah is defined as a way to express yes.
year,noun,"The definition of a year is a period of time equal to 365 days, 12 months or 52 weeks, or a year is 12 lunar months in the Jewish calendar."
yes,interjection,"Yes is defined as an affirmative answer that indicates acceptance, or delight, or it can be used to attract attention or to ask a question."
yet,adverb,"Yet means at this time, up to now or at a future time."
,conjunction,Yet is defined as nevertheless or but.
yore,noun,Yore is defined as the distant past or times long ago.
you,pronoun,"You is a pronoun used to describe someone that is being spoken to, or to describe a hypothetical person or group of people."
young,adjective,"The definition of young is someone who has lived for a short time, or behaviors or things associated with someone who is not advanced in age."
yours,pronoun,Yours is defined as belonging to you.
yours,pronoun,Yours is a traditional way to end a letter.
yourself,pronoun,Yourself is defined as the one that is you.
zip,noun,"The definition of zip is a quick, hissing sound, is slang for zero, or is energy."
,verb,"Zip is defined as to move quickly, especially with a hissing sound."
