word,pos,definition
,noun,"all, without exception"
,noun,"hole in the street that is covered with a lid, through which sb enters an underground drain, etc"
,adjective,made by people; artificial
,noun,number of people needed or available to do a job
,noun,crime of killing sb unintentionally
man,verb,work at a place or in charge of a place or machine; supply people to work somewhere
manacle,noun,one of a pair of chains for tying a prisoner's hands or feet
,verb,tie up sb with manacles
manage,verb,"succeed in doing sth, esp sth difficult"
,verb,"be able to solve your problems, deal with a difficult situation, etc"
,verb,be able to live without having much money
,verb,"use money, time, information, etc in a sensible way"
,verb,control or be in charge of sth
,noun,person who is in charge of a business
management,noun,"act of running and controlling a business, etc"
,noun,"people who manage a business, etc"
,noun,act or skill of dealing with people or situations successfully
manager,noun,"person who organizes a business, sports team, etc"
mandate,noun,"authority given to a government, trade union, etc by the people who support it"
mandolin,noun,musical instrument with eight metal strings
mane,noun,long hair on the neck of a horse or lion
manfully,adjective,using a lot of effort in a brave and determined way
manger,noun,long open box that horses or cattle can eat from
mangle,verb,通常用被动语态/
,verb,cut or twist sth so that it is badly damaged
mango,noun,tropical fruit with soft orange flesh and a large stone inside
mangy,adjective,"with patches of hair, fur, etc missing; shabby"
manhandle,verb,"push, pull or handle sb roughly"
,verb,move a heavy object using a lot of effort
mania,noun,extremely strong desire or enthusiasm for sth
,noun,mental illness
manic,adjective,suffering from mania
manicure,noun,care and treatment of a person's hands and nails
,verb,care for and treat your hands and nails
manifest,adjective,clear and obvious
,verb,show sth clearly
manifesto,noun,"written statement of a group's beliefs and plans, esp of a political party"
manifold,adjective,many; of many different types
,noun,pipe or enclosed space with several openings for taking gases in and out of a car engine
manipulate,verb,"control or influence sb/sth, esp in a dishonest way"
,verb,control or use sth in a skilful way
mankind,noun,the human race
manly,adjective,(of a man) having the qualities or appearance expected of a man
manner,noun,way in which sth is done or happens
,noun,person's way of behaving towards others
,noun,polite social behaviour
,noun,many different types of people or things
,noun,to some extent; if considered in a certain way
mannerism,noun,particular way of speaking or behaving that sb has
manoeuvre,noun,movement performed with skill
,noun,"clever plan, action or movement, used to give sb an advantage"
,noun,"military exercises involving a large number of soldiers, ships, etc"
,verb,(cause sth to) move or turn skilfully
,verb,control or influence a situation in a skilful but sometimes dishonest way
,adjective,that can easily be moved into different positions
manor,noun,large country house surrounded by land that belongs to it
mansion,noun,large grand house
mantelpiece,noun,shelf above a fireplace
mantle,noun,the responsibilities of an important job
,noun,layer
,noun,"loose piece of clothing without sleeves, worn over other clothes, esp in the past"
manual,adjective,"of, done with or controlled by the hands"
,noun,book giving practical information or instructions
manufacture,verb,"make or produce goods in large quantities, using machinery"
,noun,process of producing goods in large quantities
manure,noun,animal waste matter spread over the soil to help plants to grow
manuscript,noun,"copy of a book, piece of music, etc before it has been printed"
,noun,old handwritten book
many,pronoun,a large number of people or things
,pronoun,与单数名词和动词连用/
,pronoun,a large number of
,pronoun,be slightly drunk
map,noun,"drawing or plan of (part of) the earth's surface, showing countries, towns, rivers, etc"
,noun,make sb/sth famous or important
,verb,make a map of an area
mar,verb,damage or spoil sth good
marathon,noun,long running race of about 42 kilometres or 26 miles
,adjective,very long and needing a lot of effort
marauding,adjective,(of people or animals) going about searching for things to steal or people to attack
marble,noun,"kind of hard stone, used, when cut and polished, for building and sculpture"
,noun,small ball of coloured glass that children roll along the ground in a game
,noun,game played with marbles
March,noun,the third month of the year (See examples of use at
march,verb,"walk as soldiers do, with regular steps"
,verb,force sb to walk somewhere with you
,noun,"organized walk by many people from one place to another, esp as a protest"
,noun,act of marching; journey made by marching
,noun,the steady progress of sth
,noun,piece of music for marching to
marchioness,noun,woman with the same rank as a marquess
,noun,wife of a marquess
mare,noun,female horse or donkey
margarine,noun,"food like butter, made from animal or vegetable fats"
margin,noun,empty space at the side of a written or printed page
,noun,"amount of votes, time, etc by which sb wins sth"
,noun,"amount of space, time, etc allowed for success or safety"
marijuana,noun,"drug (illegal in many countries) made from the dried leaves and flowers of the hemp plant, which is usu smoked"
marina,noun,small harbour for yachts and small boats
marinade,noun,"mixture of oil, wine, herbs, etc in which meat or fish is soaked before being cooked"
marinate,verb,"(leave food to) soak in a mixture of oil, wine, herbs, etc before cooking it"
marine,adjective,of the sea and the creatures and plants that live in it
,adjective,of ships or trade at sea
,noun,soldier trained to fight on land or at sea
marionette,noun,puppet moved by strings
marital,adjective,of marriage
maritime,adjective,of the sea or ships
,adjective,near the sea
mark,noun,"stain, spot, etc esp that spoils the appearance of sth"
,noun,spot or area on the body of a person or animal which helps you to recognize them
,noun,written or printed symbol
,noun,sign that a quality or feeling exists
,noun,number or letter given to show the standard of sb's work or performance
,noun,"model or type of a machine, etc"
,noun,become famous and successful in sth
,noun,fast/slow in reacting to a situation
,noun,as good as it/they should be
mark,verb,"write or draw a symbol, line, etc on sth to give information about it"
,verb,(cause sth to) become spoilt or damaged
,verb,show the position of sth or be a sign of sth
,verb,give marks to students' work
,verb,give sb/sth a particular quality or character
,verb,stay close to an opposing player to prevent them from getting the ball
,verb,pass the time while you wait for sth more interesting
,verb,reduce/increase the price of sth
,verb,separate sth by drawing a line between it and sth else
,verb,draw lines to show the edges of sth
,verb,make people recognize sb as special in some way
,noun,amount that a seller adds to a price
market,noun,(public place for a) meeting of people in order to buy and sell goods
,noun,"business or trade, or the amount of trade in a particular type of goods"
,noun,particular area or country in which goods might be sold
,noun,demand
,noun,people who buy and sell goods in competition with each other
,noun,interested in buying sth
,noun,available for people to buy
,verb,advertise and offer a product for sale
,adjective,easy to sell; attractive to customers or employers
,noun,type of farm where vegetables are grown for sale
,noun,"part of business concerned with the advertising, selling of a company's products"
,noun,"activity of buying and selling goods, services, etc"
,noun,open area in a town where a market is held
,noun,study of what people buy and why
,noun,amount that a company sells of its products or services compared with the competition
marksman,noun,person skilled in shooting accurately
marmalade,noun,kind of jam made from oranges
maroon,noun,(of a) dark brownish-red colour
,verb,leave sb in a place that they cannot escape from
marquee,noun,very large tent
marquess,noun,(in Britain) nobleman of high rank
marriage,noun,legal union of a man and woman as husband and wife
marrow,noun,very large oval vegetable with white flesh and stripy green skin
marry,verb,become the husband or wife of sb; get married to sb
,verb,perform a ceremony in which a man and woman become husband and wife
,verb,"find a husband or wife for sb, esp your son or daughter"
marsh,noun,area of low land that is soft and wet
marshal,noun,officer of the highest rank in the British air force or army
,noun,"official who organizes a public event, esp a sports event"
,noun,officer whose job is to carry out court orders
,verb,gather together and organize the people or things that you need for a particular purpose
,verb,control or organize a large group of people
marsupial,noun,"(of an) Australian animal, eg a kangaroo, the female of which has a pouch on its body to hold its young"
martial,adjective,of fighting or war
,noun,fighting sport such as judo and karate
,noun,situation where the army of a country controls an area rather than the police
martyr,noun,person who dies or suffers for their religious or political beliefs
,verb,kill sb because of their religious or political beliefs
,noun,suffering or death of a martyr
marvel,noun,wonderful thing
,verb,be very surprised at sth
,adjective,excellent; wonderful
Marxism,noun,"political and economic theories of Karl Marx, on which Communism is based"
marzipan,noun,"thick paste of crushed almonds, sugar, etc"
mascara,noun,colour for darkening the eyelashes
mascot,noun,"thing, animal or person thought to bring good luck"
masculine,adjective,of or like men
,adjective,"belonging to a particular class of nouns, pronouns, etc"
mash,verb,crush food into a soft mass
,noun,mashed potatoes
mask,noun,covering for part or all of the face worn to hide or protect it
,verb,"hide a feeling, smell, fact, etc so that it cannot be easily seen or noticed"
,adjective,wearing a mask
masochism,noun,practice of getting esp sexual pleasure from being physically hurt
mason,noun,person who builds in or works with stone
masquerade,verb,pretend to be sth that you are not
,noun,false show
Mass,noun,(esp in the Roman Catholic Church) service held in memory of the last meal of Jesus Christ
mass,noun,large amount of a substance that does not have a definite shape
,noun,large number
,noun,large number or amount of sth
,noun,ordinary working people
,noun,amount of matter in an object
,verb,come together or gather sb/sth together in large numbers
,noun,"television, newspapers, etc"
,verb,produce goods in very large quantities
massacre,noun,cruel killing of a large number of people
,verb,kill a large number of people cruelly
massage,noun,"(act of) rubbing and pressing sb's body, esp to reduce pain in the muscles or joints"
,verb,give a massage to sb
masseur,noun,person whose job is to give people massage
massive,adjective,extremely large
mast,noun,tall pole on a boat or ship that supports the sails
,noun,tall metal tower with an aerial that sends and receives radio or television signals
master,noun,"man who has people working for him, esp as servants in his home"
,noun,person who is able to control sth
,noun,person who is very skilled at sth
,noun,"male owner of a dog, horse, etc"
,noun,male schoolteacher
,noun,"second university degree, or, in Scotland, a first degree, such as an MA"
,noun,person who has a master's degree
,noun,captain of a ship
,noun,great artist
,noun,"film, tape, etc from which copies can be made"
,adjective,very skilled at the job mentioned
,adjective,largest and/or most important
,verb,plan and direct a complicated project
,noun,intelligent person who plans and directs a complicated project
,noun,person who introduces guests or entertainers at a formal occasion
,noun,"work of art, eg a painting, that is the best example of the artist's work"
master,verb,learn or understand sth completely
,verb,gain control of sth
masterful,adjective,able to control people or situations confidently
masterly,adjective,very skilful
mastery,noun,great skill or knowledge
,noun,control or power
masturbate,verb,give yourself sexual pleasure by rubbing your sexual organs
mat,noun,piece of thick material or carpet used to cover part of a floor
,noun,"small piece of material put under a vase, hot dish, etc to protect a table"
matador,noun,bullfighter whose task is to kill the bull
match,noun,"short piece of wood or cardboard used for lighting a fire, cigarette, etc"
,noun,sports event where people or teams compete against each other
,noun,"person who is equal to sb else in skill, strength, etc"
,noun,person or thing that combines well with sb/sth else
,verb,combine well with sth
,verb,be equal to sb/sth
,verb,find sb/sth to go together with another person or thing
,noun,box for holding matches
,adjective,without an equal
,noun,person who likes trying to arrange marriages or relationships for others
mate,noun,"friend, companion or person you work or share accommodation with"
,noun,"used as a friendly way of addressing sb, esp between men"
,noun,either of a pair of birds or animals
,noun,person whose job is to help a skilled worker
,noun,officer in a commercial ship below the rank of captain
,verb,(put birds or animals together to) have sex in order to produce young
material,noun,"cloth used for making clothes, etc"
,noun,substance that things can be made from
,noun,"information or ideas for a book, etc"
,adjective,"connected with money, possessions, etc rather than the needs of the mind or spirit"
,adjective,of the physical world rather than the mind or spirit
,adjective,important
materialism,noun,"belief that only money, possessions, etc are important"
materialize,verb,take place or start to exist as expected or planned
,verb,appear suddenly and/or in a way that cannot be explained
maternal,adjective,of or like a mother
,adjective,related through the mother's side of the family
maternity,noun,state of being or becoming a mother
,noun,period of time when a woman temporarily leaves her job to have a baby
mathematics,noun,science of numbers and shapes
matinee,noun,afternoon performance of a play or film
matriarch,noun,woman who is the head of a family or social group
matriculate,verb,officially become a student at a university
matrimony,noun,state of being married
matrix,noun,"arrangement of numbers, symbols, etc in rows and columns, treated as a single quantity"
,noun,"formal social, political, etc situation from which a society or person grows or develops"
,noun,mould in which sth is shaped
,noun,group of electronic circuit elements arranged in rows and columns like a grid
,noun,"mass of rock in which minerals, etc are found in the ground"
matron,noun,woman who works as a nurse in a school
,noun,(in the past) senior female nurse in charge of other nurses in a hospital
,noun,older married woman
matt,adjective,(of surfaces) not shiny
matted,adjective,"(of hair, etc) forming a thick mass, esp because it is wet and dirty"
matter,noun,affair or subject
,noun,the present situation
,noun,"used (to ask) if sb is upset, etc or if there is a problem"
,noun,situation that involves sth or depends on sth
,noun,physical substance that everything in the world is made of
,noun,substance or material of the kind that is mentioned
,noun,(used for emphasis) in reality
,noun,used to add a comment on sth you have just said
,noun,the usual and correct thing that is done
,noun,"only a few hours, minutes, etc"
,noun,subject on which there is disagreement
,noun,(be) a question or situation that depends on sth else
,noun,"used to say that sth is always true, whatever the situation is"
,adjective,said or done without showing any emotion
matter,verb,be important or have an important effect on sb/sth
matting,noun,rough woven material used as a floor covering
mattress,noun,"soft part of a bed, that you lie on"
mature,adjective,"(of a child or young person) behaving in a sensible way, like an adult"
,adjective,"(of a person, a tree, a bird or an animal) fully grown and developed"
,adjective,(of wine or cheese) having reached its full flavour
,adjective,(of an insurance policy) ready to be paid
,verb,become or make sth mature
maul,verb,hurt sb by rough or cruel handling
mausoleum,noun,special building made to hold the dead body of an important person or a family
mauve,noun,(of a) pale purple colour
maxim,noun,saying that expresses a general truth or rule of behaviour
maximize,verb,increase sth as much as possible
,verb,make the best use of sth
maximum,noun,greatest possible amount
,adjective,"as large, fast, etc as is possible or the most that is possible or allowed"
May,noun,the fifth month of the year (See examples of use at
may,modalv,used to say that sth is possible
,modalv,used to ask for or give permission
,modalv,used to express wishes and hopes
maybe,adverb,perhaps
mayonnaise,noun,"thick creamy sauce made from eggs, oil and vinegar, and eaten with salads"
mayor,noun,"head, usu elected yearly, of a city or town council"
maze,noun,system of paths in a park or garden that is designed so that it is difficult to find your way through
MC,abbreviation,Member of Congress
MD,abbreviation,Doctor of Medicine
me,pronoun,用作动词或介词的宾语/
,pronoun,person who is the speaker or writer
meadow,noun,field of grass
meagre,adjective,small in quantity and poor in quality
meal,noun,occasion when food is eaten
,noun,food that is eaten at a meal
,noun,roughly crushed grain
mean,verb,"(of words, sentences, etc) have sth as an explanation"
,verb,have sth as a purpose; intend
,verb,have sth as a result or a likely result
,verb,be of value or importance to sb
,verb,be supposed to do sth
,verb,be serious in your intentions
,verb,"have good intentions, although their effect may not be good"
mean,adjective,"not willing to give or share things, esp money"
,adjective,unkind
,adjective,likely to become angry or violent
,adjective,average
,adjective,used to say that sb is very good at sth
,noun,quantity between two extremes; average
meander,verb,"(of a river, road, etc) curve a lot"
,verb,wander about
means,noun,method
,noun,money that a person has
,noun,"yes, of course"
,noun,with the help of sth
,noun,not at all
,noun,official check of sb's wealth or income to decide if they are poor enough to receive money from the government
meantime,noun,meanwhile
,adverb,meanwhile
meanwhile,adverb,while sth else is happening
,adverb,in the time between two events
measles,noun,"infectious disease, esp of children, that causes small red spots on the skin"
measure,verb,"find the size, length, degree, etc of sth in standard units"
,linkv,"be a particular size, length, etc"
,linkv,take the amount of sth you need from a larger amount
,linkv,"be as good, successful, etc as expected or needed"
measure,noun,official action done to achieve a particular purpose
,noun,degree of sth; some
,noun,sign of the size or strength of sth
,noun,"unit used for stating the size, quantity or degree of sth; system or a scale of these units"
,noun,"instrument, eg a ruler, marked with standard units"
,noun,form an opinion about sb's character or abilities
,noun,specially made for one person according to particular measurements
meat,noun,"flesh of animals, used as food"
,noun,important or interesting part of sth
mechanic,noun,"worker skilled in using or repairing machines, esp car engines"
mechanics,noun,science of movement and force; science of machinery
,noun,practical study of machinery
,noun,way sth works or is done
mechanism,noun,set of moving parts in a machine
,noun,way of getting sth done
mechanize,verb,"change a process, so that the work is done by machines rather than people"
medal,noun,"small round flat piece of metal, given as an honour for bravery or as a prize"
medallion,noun,piece of jewellery in the shape of a large flat coin worn on a chain around the neck
meddle,verb,become involved in sth that does not concern you
media,noun,"television, radio, newspapers, etc"
mediate,verb,take action to end a disagreement between two or more people or groups
medic,noun,medical student or doctor
medical,adjective,of illness and injury and their treatment
,adjective,of ways of treating illness that do not involve cutting the body
,noun,"thorough examination of your body done by a doctor, eg before you start a new job"
Medicare,noun,US government scheme providing free medical care for old people
medication,noun,drug or medicine used to prevent or treat a disease
medicinal,adjective,(used for) healing
medicine,noun,study and treatment of diseases and injuries
,noun,"substance, esp a liquid that is taken to cure an illness"
,noun,the same bad treatment that you have given to others
medieval,adjective,of the Middle Ages (about AD 1000  1450)
mediocre,adjective,not very good
meditate,verb,"think deeply, usu in silence, esp for religious reasons"
medium,noun,"way of communicating information, etc to people"
,noun,something that is used for a particular purpose
,noun,substance or surroundings in which sth exists
,noun,person who claims to communicate with dead people
,adjective,"in the middle between two sizes, amounts, etc"
,noun,band of radio waves with a length of between 100 and 1000 metres
meek,adjective,"quiet, gentle and always willing to do what others want"
meet,verb,come together with sb
,verb,go to a place and wait there for a particular person to arrive
,verb,see and know sb for the first time; be introduced to sb
,verb,"experience sth, esp sth unpleasant"
,verb,touch sth; join
,verb,do or satisfy what is needed or what sb asks for
,verb,pay sth
,verb,make a compromise with sb
,verb,"sb/sth is more complicated, interesting, etc than you might think at first"
,verb,"meet sb, esp for discussions"
,verb,be received or treated by sb in a particular way
,verb,experience sth unpleasant
meet,noun,sports competition
,noun,event at which horse riders and dogs hunt foxes
meeting,noun,"occasion when people come together, esp to discuss or decide sth"
megabyte,noun,"unit of computer memory, equal to 2 (or about 1 million) bytes"
megaphone,noun,"device shaped like a cone, used to make your voice sound louder"
melancholy,noun,deep sadness that lasts for a long time
,adjective,sad
mellow,adjective,"(of colour or sound) soft, rich and pleasant"
,adjective,(of a taste or flavour) smooth and pleasant
,adjective,"(of people) calm, wise and gentle because of age or experience"
,verb,(cause sb/sth to) become mellow
melodrama,noun,"story, play, etc that is exciting and in which the characters and emotions seem too exaggerated to be real"
,noun,"events, behaviour, etc that are exaggerated or extreme"
melody,noun,tune or song
melon,noun,large round juicy fruit with a hard skin
melt,verb,(cause sth to) become liquid as a result of heating
,verb,"(cause a feeling, an emotion, etc to) become gentler and less strong"
,verb,(cause sth to) disappear gradually
,verb,melt a metal object in order to use the metal again
,noun,"melting of the overheated centre of a nuclear reactor, causing the escape of radioactivity"
,noun,place where large numbers of people from different countries live together
,noun,likely to change; in the process of changing
member,noun,"person belonging to a group, club, etc"
,noun,part of the body; limb
,noun,elected representative in the House of Commons
membrane,noun,layer of soft thin skin-like tissue
memento,noun,thing that you keep to remind you of a person or place
memo,noun,official note from one person to another in the same organization
memoir,noun,person's written account of their own life
memorable,adjective,deserving to be remembered; remarkable
memorial,noun,"statue, stone, etc that is built to remind people of a past event or a famous person"
memorize,verb,learn sth well enough to remember it exactly
memory,noun,your ability to remember things
,noun,period of time that sb is able to remember events
,noun,thought of sth that you remember from the past
,noun,what is remembered about sb after their death
,noun,part of a computer where information is stored; amount of space in a computer for storing information
,noun,in order that people will remember sb who has died
menace,noun,person or thing that will probably cause serious harm or danger
,noun,atmosphere that makes you feel threatened
,noun,annoying person or thing
,verb,threaten sth/sb
menagerie,noun,collection of wild animals; zoo
mend,verb,repair sth damaged or broken so that it can be used again
,verb,return to good health
,verb,stop behaving badly
,noun,recovering from an illness or injury
menial,adjective,(of work) not skilled or important and often boring
meningitis,noun,serious illness causing inflammation of the outer part of the brain and spinal cord
menopause,noun,gradual stopping of a woman's menstruation usu at around the age of 50
menstruate,verb,(of a woman) have a flow of blood from her uterus every month
mental,adjective,of or in the mind
,adjective,of or concerned with illnesses of the mind
,adjective,crazy
mentality,noun,particular attitude or way of thinking of a person or group
menthol,noun,"substance that tastes and smells of mint, used in some medicines and as a flavouring"
mention,verb,speak or write about sth/sb briefly
,verb,used as a polite answer when sb has thanked you for sth
,verb,used to introduce extra information and to emphasize what you are saying
,noun,brief reference to sb/sth
menu,noun,list of food that can be ordered in a restaurant
,noun,list of possible choices that are shown on a computer screen
MEP,abbreviation,Member of the European Parliament
mercantile,adjective,of trade and commercial affairs
mercenary,adjective,interested only in making money
,noun,soldier who will fight for any country or group that offers payment
merchandise,noun,goods bought and sold; goods for sale in a shop
merchant,noun,person who buys and sells goods in large quantities
,adjective,concerned with the transport of goods by sea
,noun,bank that deals with large businesses
,noun,country's commercial ships and the people who work on them
mercury,noun,"heavy silver-coloured metal, usu in liquid form"
mercy,noun,kindness or forgiveness shown to sb you have the power to punish
,noun,event or situation to be grateful for
,noun,powerless to prevent sb/sth from harming you
mere,adjective,nothing more than; only
merge,verb,(cause two or more things to) combine to make one thing
,verb,fade or change gradually into sth
meridian,noun,one of the lines drawn from the North to the South Pole on a map of the world
meringue,noun,(small cake made from a) baked mixture of the whites of egg and sugar
merit,noun,quality of being good and deserving praise
,noun,good feature that deserves praise or reward
,verb,"deserve praise, attention, etc"
mermaid,noun,(in stories) woman with a fish's tail instead of legs
merry,adjective,happy and cheerful
,adjective,slightly drunk
,noun,"revolving circular platform with wooden horses, etc on which children ride at a fairground"
mesh,noun,material made of threads of plastic rope or wire woven together like a net
,verb,fit together or match in a satisfactory way
mesmerize,verb,hold the attention of sb completely
mess,noun,dirty or untidy state
,noun,difficult or confused situation
,noun,room or building in which members of the armed forces eat their meals
,verb,make sth untidy or dirty
,verb,behave in a silly and annoying way
,verb,spend time doing sth for pleasure in a relaxed way
,verb,treat sb in an annoying and unfair way
,verb,spoil sth or do it badly
message,noun,written or spoken piece of information sent to sb or left for sb
,noun,"central idea that a book, speech, etc tries to communicate"
,noun,understand what sb has been trying to tell you
Messiah,noun,(in Christianity) Jesus Christ
,noun,(in Judaism) king sent by God who will save the Jewish people
,noun,leader who people believe will solve the problems of the world
metabolism,noun,process in the body by which food is used to supply energy
metal,noun,"any of a kind of mineral substance such as tin, iron or gold"
metaphor,noun,"(example of the) use of words to show sth different from the literal meaning, as in She has a heart of"
mete,verb,give sb a punishment
meteor,noun,"piece of rock that moves through space into the earth's atmosphere, becoming bright as it burns"
meteorology,noun,study of the weather and the earth's atmosphere
meter,noun,device that measures sth
method,noun,way of doing sth
,noun,quality of being well planned and organized
methodology,noun,set of methods and principles used to perform a particular activity
meticulous,adjective,showing great care and attention to detail
metre,noun,metric unit of length
,noun,pattern of stressed and unstressed syllables in poetry
,noun,"system of measurement that uses the metre, kilogram and litre as basic units"
metropolis,noun,main or capital city of a region or country
mettle,noun,ability and determination to do sth successfully
,noun,"prepared to do your best, because you are being tested"
mews,noun,"street of stables, converted into houses or flats"
miaow,noun,sound made by a cat
mickey,noun,tease sb
microbe,noun,"tiny living thing, esp one that causes disease"
microchip,noun,very small piece of material that has a complicated electronic circuit on it
microcosm,noun,"thing, place or group that has all the qualities and features of sth much larger"
microfiche,noun,film on which written information is stored in very small print and which can only be read with a special machine
microfilm,noun,film on which written information is stored in print of very small size
microlight,noun,very small light aircraft for one or two people
microphone,noun,device for recording sounds or for making your voice louder when you are speaking to an audience
microprocessor,noun,small unit of a computer that contains all the functions of the central processing unit
microscope,noun,instrument that makes very small objects appear larger
microwave,noun,type of oven that cooks or heats food very quickly using electromagnetic waves rather than heat
mid-,prefix,in the middle of
midday,noun,12 o'clock in the middle of the day
middle,noun,position at an equal distance from all the edges or between the beginning and the end of sth
,adjective,"position in the middle of an object, group of objects, people, etc, between the beginning and the end of sth"
,noun,period of your life between the ages of about 45 and 60
,noun,"in European history, the period from about AD 1000 to 1450"
,noun,social class whose members are neither very rich nor very poor and that includes professional and business people
,noun,area that covers SW Asia and NE Africa
,noun,trader who buys goods from the company that makes them and sells them to sb else
,adjective,"(of people, policies, etc) not extreme; moderate"
middling,adjective,"of average size, quality, etc"
midge,noun,small flying insect that bites humans and animals
midget,noun,very small person
,adjective,very small
Midlands,noun,central counties of England
midnight,noun,12 o'clock in the middle of the night
midriff,noun,"middle part of the body, between the waist and the chest"
midst,noun,in the middle of sth
midway,adverb,halfway
midwife,noun,"person, esp a woman, trained to help women in childbirth"
might,modalv,used as the past tense of
,modalv,used when showing that sth is or was possible
,modalv,used to make a polite suggestion
,modalv,used to ask permission politely
,modalv,used to show that you are annoyed about sth that sb could do or could have done
might,noun,great strength or power
,adverb,very
migraine,noun,very painful headache
migrate,verb,"(of birds, etc) go from one part of the world to another regularly each year"
,verb,(of a lot of people) move from one place to go to live in another
mild,adjective,gentle; not severe
,adjective,not sharp or strong in flavour
mildew,noun,"small white fungus that grows on walls, plants, food, etc in warm wet conditions"
mile,noun,unit of distance; 1760 yards (1609 metres)
,noun,important stage or event in the development of sth
,noun,stone or post at the side of a road showing the distance to a place
,noun,instrument in a vehicle that records the number of miles travelled
militant,adjective,"(person) supporting the use of strong methods, esp force, to achieve your aims"
military,adjective,of or for soldiers or war
militate,verb,prevent sth; make it difficult for sth to happen or exist
militia,noun,group of people trained to act as soldiers in an emergency
milk,noun,white liquid produced by female mammals as food for their young
,noun,white juice of some trees and plants
,verb,"take milk from a cow, goat, etc"
,verb,"obtain as much money, advantage, etc for yourself as you can from a situation, esp dishonestly"
,noun,(esp in Britain) person whose job is to deliver milk to customers each morning
,noun,"drink made of milk and sometimes ice cream, with flavouring added to it"
,adjective,of or like milk
,adjective,made with a lot of milk
mill,noun,building with machinery for grinding grain into flour
,noun,factory that produces a particular type of material
,noun,small machine for crushing sth
,noun,(cause sb to) have a difficult time
,verb,crush or grind sth in a mill
,verb,move around aimlessly in a disorganized group
,noun,person who owns or runs a mill
,noun,"either of a pair of flat circular stones used, esp in the past, to crush grain"
,noun,difficult problem or responsibility that seems impossible to solve or get rid of
millennium,noun,period of 1000 years
,noun,time when one period of 1000 years end and another begins
millet,noun,type of cereal plant producing very small grain
milli-,prefix,(in the metric system) one thousandth
milliner,noun,maker and/or seller of women's hats
million,number,"1,000,000"
,number,a very large amount
millipede,noun,small creature like an insect with many legs
mime,noun,(performance involving the) use of hand or body movements and facial expressions to act sth without speaking
,verb,act sth using mime
mimic,verb,"copy the way sb speaks, etc in an amusing way"
,verb,look or behave like sth else
,noun,"person or an animal that can copy the voice, movements, etc of others"
,noun,action or skill of mimicking sb
minaret,noun,"tall thin tower of a mosque, from which people are called to prayer"
mince,verb,"cut food, esp meat into very small pieces using a special machine"
,verb,"walk with quick short steps, in a way that is not natural"
,verb,"say sth in a direct way, even though it may offend people"
,noun,minced meat
,noun,"mixture of dried fruit, used esp for making pies"
,noun,defeat sb completely in a fight or argument
mind,noun,part of a person's brain where their thoughts are
,noun,very intelligent person
,noun,your ability to remember things
,noun,feel doubtful about sth
,noun,remove a cause of worry from sb
,noun,be/go mad
,noun,remember sb/sth
,noun,remember sb/sth
,noun,remind you of sb/sth
,noun,have a strong desire to do sth
,noun,reach a decision
,noun,making you worry about sth
,noun,give your attention to sth
,noun,help you not to think about sth
,noun,in my opinion
,noun,your imagination
mind,verb,"be upset, annoyed or worried by sth"
,verb,used to ask permission or request sth politely
,verb,used to tell sb to be careful or warn sb of danger
,verb,take care of sb/sth
,verb,not interfere in other people's affairs
,verb,"used to add sth to what you have just said, esp sth that makes it less strong"
,verb,used to tell sb not to worry or be upset
,verb,used to suggest that sth is not important
,verb,be careful
mindful,adjective,conscious of sb/sth when you do sth
mindless,adjective,done or acting without thought and for no particular reason
,adjective,not needing thought
mine,pronoun,of or belonging to me
,noun,"deep hole or holes under the ground where minerals such as coal, etc are dug"
,noun,bomb that is hidden under the ground or in the sea
,noun,rich source of knowledge
mine,verb,"dig coal, etc from holes in the ground"
,verb,place mines below the surface of land or water
,noun,device for finding mines
,noun,area of land or sea where mines
,noun,situation that contains hidden dangers
,noun,ship used for finding and clearing away mines
mineral,noun,natural substance (eg coal or gold) taken from the earth
,noun,water from a spring in the ground that contains mineral salts or gases
,noun,glass or bottle of mineral water
mineralogy,noun,scientific study of minerals
mingle,verb,(cause sth to) combine and mix with sth else
,verb,move among people and talk to them
mini-,prefix,small
miniature,adjective,very small; much smaller than usual
,noun,"very small detailed painting, esp of a person"
,verb,make a much smaller version of sth
minimal,adjective,smallest in amount or degree
minimize,verb,"reduce to the smallest possible amount, size or level"
minimum,noun,"smallest possible amount, degree, etc"
,adjective,as small as possible
mining,noun,"process of getting coal, metals, etc from the earth"
minion,noun,unimportant person in an organization who has to obey orders
minister,noun,person at the head of a government department
,noun,Christian clergyman
,verb,"care for sb, esp sb who is sick or old"
ministry,noun,government department
,noun,"(esp Protestant) ministers of religion, considered as a group"
,noun,work of a minister
mink,noun,small fierce animal
,noun,valuable shiny brown fur of the mink
minor,adjective,"not very large, important or serious"
,noun,person below the age of full legal responsibility
minority,noun,smaller part of a group; less than half of the people or things in a large group
,noun,"small group of people of a different race, religion, etc from the rest"
,noun,state or time of being a minor
minster,noun,large or important church
minstrel,noun,(in the Middle Ages) travelling singer
mint,noun,plant whose leaves are used for flavouring
,noun,place where money is made
,noun,very large amount of money
,noun,(as if) new
,verb,make a coin from metal
minuet,noun,(music for a) slow graceful dance
minus,preposition,less
,preposition,below zero
,preposition,without
,noun,mathematical symbol (-)
,adjective,negative
minute,noun,"each of the 60 parts of an hour, equal to 60 seconds"
,noun,very short time
,noun,"each of the 60 parts of a degree, used in measuring angles"
,noun,record of what is said and decided at a meeting
,noun,as soon as
,verb,write sth down in the minutes
minute,adjective,extremely small
